id,skill,expected_content,question,text,category,follow_up_answer,answer,confidence,created_at,interview_id,candidate_id,action
2461,python,"Python is a high-level, interpreted programming language known for its simplicity, readability, and wide range of applications in areas like web development, data analysis, AI, and automation","What is python",explain,explanation,NULL,explain,0.85,"2025-06-05 06:25:24",3,1,NULL
2462,python,"Python is a high-level, interpreted programming language known for its simplicity, readability, and wide range of applications in areas like web development, data analysis, AI, and automation","What is python",explain,explanation,NULL,explain,0.85,"2025-06-05 06:25:31",3,1,NULL
2463,python,"Python is a high-level, interpreted programming language known for its simplicity, readability, and wide range of applications in areas like web development, data analysis, AI, and automation","What is python",repeat,repeat,NULL,repeat,0.95,"2025-06-05 06:25:42",3,1,NULL
2464,"Programming Basics","A conditional statement is a statement that executes a block of code based on whether a condition is true or false.","What is a conditional statement?","Please pause this interview.",pause_interview,NULL,NULL,1,"2025-06-14 02:49:49",217,1113,pause_interview
2465,"Programming Basics","A conditional statement is a statement that executes a block of code based on whether a condition is true or false.","What is a conditional statement?","Hmmm. Please end this interview.",end_interview,NULL,NULL,0.9,"2025-06-14 03:00:20",217,1113,end_interview
2466,"Programming Basics","A conditional statement is a statement that executes a block of code based on whether a condition is true or false.","What is a conditional statement?","Give more explanation.",explanation,NULL,NULL,0.95,"2025-06-14 03:01:31",217,1113,NULL
2467,"Programming Basics","A conditional statement is a statement that executes a block of code based on whether a condition is true or false.","What is a conditional statement?","I don't know.",answer,NULL,"I don't know.",0.95,"2025-06-14 03:02:46",217,1113,NULL
2468,python,"Python is a high-level, interpreted programming language known for its simplicity, readability, and wide range of applications in areas like web development, data analysis, AI, and automation","What is python",repeat,repeat,NULL,NULL,0.95,"2025-06-17 06:19:13",3,1,NULL
2469,NULL,,"Can you describe your experience with cloud computing platforms?","Uh, during my, uh, work experience I have, uh, managed to deploy, uh, applications through, uh, Amazon Web Services, uh, Cloud platform on, uh, deploying applications, uh, and, uh, through, uh, Ubuntu OS, uh, with the EC2 instan-- instances in AWS. Yeah.",answer,NULL,"Uh, during my, uh, work experience I have, uh, managed to deploy, uh, applications through, uh, Amazon Web Services, uh, Cloud platform on, uh, deploying applications, uh, and, uh, through, uh, Ubuntu OS, uh, with the EC2 instan-- instances in AWS. Yeah.",0.95,"2025-07-05 04:52:47",224,1125,NULL
2470,NULL,,"Can you walk us through a complex bug you encountered and how you resolved it?","Uh, uh, during my professional experience, uh, I have, uh, come across, uh, uh, bugs in, uh, uh, user interface components, uh, which I needed to actually, uh, created, uh, create, uh, a, a user int- interface, uh, component through, uh, using jQuery Ajax rather than using the e- uh, exact component through a library. Uh, so I managed to, uh, fix the issue through that.",answer,NULL,"Uh, uh, during my professional experience, uh, I have, uh, come across, uh, uh, bugs in, uh, uh, user interface components, uh, which I needed to actually, uh, created, uh, create, uh, a, a user int- interface, uh, component through, uh, using jQuery Ajax rather than using the e- uh, exact component through a library. Uh, so I managed to, uh, fix the issue through that.",0.95,"2025-07-05 04:53:52",224,1125,NULL
2471,NULL,,"How do you typically handle conflicts within a development team?","I usually, uh, talk to, uh, uh, the person who is having, uh, the different, uh, uh, idea or the issue with the... Uh, and I usually discuss it, discuss with, uh, him or her, um, and come up to a solution where he and I, uh, uh, could coordinate and work together to resolve the problem. Uh, so that's my approach.",answer,NULL,"I usually, uh, talk to, uh, uh, the person who is having, uh, the different, uh, uh, idea or the issue with the... Uh, and I usually discuss it, discuss with, uh, him or her, um, and come up to a solution where he and I, uh, uh, could coordinate and work together to resolve the problem. Uh, so that's my approach.",0.95,"2025-07-05 04:54:49",224,1125,NULL
2472,NULL,,"What has been your most significant project, and what was your role in it?","So far, uh, I think most significant, uh, project is- I have done is, uh, for the current, uh, company that I'm working. Uh, it's, uh, uh, it's a recruitment company which I have built, uh, a recruitment platform which consists of, uh, short-listing candidates and, uh, recruiting them and placing them in different clients with the different roles, and then there's ability to, uh, uh, roster them to shifts and also this, uh, software that I built, uh, through phpMySQL, uh, which, uh, in- which integrates, uh, the ability to, uh, send us SMSs and get the, uh, SM- SMS acceptance and, uh, th- through APIs and also, uh, uh, we managed the, uh, the candidates to go to, uh, different, different clients and after them working there and we do the payroll, uh, through the same system and also, uh, we generate payslips and we generate invoices to the separate clients as well. So that's my, uh, most signi- significant project so far.",answer,NULL,"So far, uh, I think most significant, uh, project is- I have done is, uh, for the current, uh, company that I'm working. Uh, it's, uh, uh, it's a recruitment company which I have built, uh, a recruitment platform which consists of, uh, short-listing candidates and, uh, recruiting them and placing them in different clients with the different roles, and then there's ability to, uh, uh, roster them to shifts and also this, uh, software that I built, uh, through phpMySQL, uh, which, uh, in- which integrates, uh, the ability to, uh, send us SMSs and get the, uh, SM- SMS acceptance and, uh, th- through APIs and also, uh, uh, we managed the, uh, the candidates to go to, uh, different, different clients and after them working there and we do the payroll, uh, through the same system and also, uh, we generate payslips and we generate invoices to the separate clients as well. So that's my, uh, most signi- significant project so far.",0.95,"2025-07-05 04:56:34",224,1125,NULL
